ip_score,lokasi_score,device_score,os_score,browser_score,jam_login,ip_frequency,is_high_risk_country,is_night_login,combo_frequency
0.0,0.0,1.0,0.0,0.0,14,2.1972245773362196,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,2.302585092994046,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,5.0106352940962555
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,6.854354502255021
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,6.478509642208569
0.0,0.0,1.0,0.0,0.0,14,1.6094379124341003,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,2.3978952727983707,0.0,0.0,6.52649485957079
0.0,0.0,1.0,0.0,0.0,14,2.0794415416798357,0.0,0.0,6.352629396319567
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,6.352629396319567
0.0,0.0,1.0,0.0,0.0,14,1.9459101490553132,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,6.854354502255021
0.0,0.0,1.0,0.0,0.0,14,2.4849066497880004,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,1.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.5,14,1.3862943611198906,0.0,0.0,4.248495242049359
0.0,0.0,1.0,0.0,0.5,14,1.791759469228055,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.5,14,1.3862943611198906,0.0,0.0,4.248495242049359
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.478509642208569
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.208590026096629
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,5.529429087511423
0.0,0.0,1.0,0.0,0.5,14,1.3862943611198906,0.0,0.0,6.352629396319567
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.5,0.0,14,1.0986122886681098,0.0,0.0,5.327876168789581
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,6.478509642208569
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.5,14,1.3862943611198906,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.5,0.0,14,0.6931471805599453,0.0,0.0,4.762173934797756
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.5,0.0,14,1.0986122886681098,0.0,0.0,4.912654885736052
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,6.854354502255021
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,0.6931471805599453
0.0,0.0,1.0,0.0,0.0,14,1.6094379124341003,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,1.6094379124341003,0.0,0.0,6.352629396319567
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.52649485957079
0.0,0.0,1.0,0.0,0.0,14,2.0794415416798357,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,4.709530201312334
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,1.791759469228055,0.0,0.0,6.854354502255021
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,5.529429087511423
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,5.153291594497779
0.0,0.0,1.0,0.0,0.0,14,1.791759469228055,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.5,14,1.3862943611198906,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,1.6094379124341003,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,2.302585092994046,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,2.9444389791664403,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,2.0794415416798357,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.791759469228055,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.791759469228055,0.0,0.0,6.352629396319567
0.0,0.0,1.0,0.0,0.0,14,1.791759469228055,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.5,0.0,14,0.6931471805599453,0.0,0.0,5.942799375126701
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,5.135798437050262
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.180016653652572
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.352629396319567
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.5,0.0,14,3.091042453358316,0.0,0.0,4.941642422609304
0.0,0.0,1.0,0.0,0.0,14,2.772588722239781,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,1.791759469228055,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,1.791759469228055,0.0,0.0,6.352629396319567
0.0,0.0,1.0,0.0,0.0,14,1.6094379124341003,0.0,0.0,6.854354502255021
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,6.52649485957079
0.0,0.0,1.0,0.5,0.0,14,1.0986122886681098,0.0,0.0,5.942799375126701
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,1.9459101490553132,0.0,0.0,6.208590026096629
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,6.352629396319567
0.0,0.0,1.0,0.5,0.0,14,1.3862943611198906,0.0,0.0,5.942799375126701
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,5.529429087511423
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.5,14,1.0986122886681098,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.208590026096629
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,6.352629396319567
0.0,0.0,1.0,0.5,0.0,14,1.3862943611198906,0.0,0.0,4.762173934797756
0.0,0.0,1.0,0.0,0.5,14,1.9459101490553132,0.0,0.0,5.0106352940962555
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,1.9459101490553132
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,5.135798437050262
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,6.352629396319567
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,3.912023005428146
0.0,0.0,1.0,0.5,0.0,14,3.091042453358316,0.0,0.0,4.941642422609304
0.0,0.0,1.0,0.5,0.0,14,0.6931471805599453,0.0,0.0,3.58351893845611
0.0,0.0,1.0,0.0,0.0,14,2.9444389791664403,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,1.6094379124341003,0.0,0.0,6.180016653652572
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.854354502255021
0.0,0.0,1.0,0.0,0.0,14,2.9444389791664403,0.0,0.0,5.043425116919247
0.0,0.0,1.0,0.0,0.0,14,2.302585092994046,0.0,0.0,6.478509642208569
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.208590026096629
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.5,14,1.9459101490553132,0.0,0.0,3.912023005428146
0.0,0.0,1.0,0.5,0.0,14,0.6931471805599453,0.0,0.0,4.912654885736052
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.5,14,1.9459101490553132,0.0,0.0,5.0106352940962555
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,6.478509642208569
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.5,0.0,14,1.9459101490553132,0.0,0.0,4.941642422609304
0.0,0.0,1.0,0.0,0.5,14,1.3862943611198906,0.0,0.0,3.871201010907891
0.0,0.0,1.0,0.0,0.0,14,1.6094379124341003,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.6094379124341003,0.0,0.0,4.709530201312334
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.9459101490553132,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,5.529429087511423
0.0,0.0,1.0,0.0,0.0,14,1.791759469228055,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,6.478509642208569
0.0,0.0,1.0,0.0,0.5,14,1.6094379124341003,0.0,0.0,3.2188758248682006
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,6.478509642208569
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.52649485957079
0.0,0.0,1.0,0.0,0.0,14,2.302585092994046,0.0,0.0,5.153291594497779
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.5,14,1.6094379124341003,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.5,0.0,14,0.6931471805599453,0.0,0.0,3.58351893845611
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.5,14,1.6094379124341003,0.0,0.0,3.2188758248682006
0.0,0.0,1.0,0.0,0.0,14,1.791759469228055,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,1.6094379124341003,0.0,0.0,6.352629396319567
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,6.52649485957079
0.0,0.0,1.0,0.0,0.0,14,2.0794415416798357,0.0,0.0,6.478509642208569
0.0,0.0,1.0,0.0,0.5,14,1.6094379124341003,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.5,14,1.0986122886681098,0.0,0.0,5.0106352940962555
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,6.478509642208569
0.0,0.0,1.0,0.5,0.0,14,0.6931471805599453,0.0,0.0,3.912023005428146
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.478509642208569
0.0,0.0,1.0,0.5,0.0,14,0.6931471805599453,0.0,0.0,4.762173934797756
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,6.180016653652572
0.0,0.0,1.0,0.5,0.0,14,3.091042453358316,0.0,0.0,4.941642422609304
0.0,0.0,1.0,0.0,0.0,14,1.9459101490553132,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.5,0.0,14,0.6931471805599453,0.0,0.0,5.942799375126701
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.854354502255021
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.180016653652572
0.0,0.0,1.0,0.0,0.0,14,1.6094379124341003,0.0,0.0,3.5263605246161616
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,2.5649493574615367,0.0,0.0,2.1972245773362196
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,2.0794415416798357,0.0,0.0,3.091042453358316
0.0,0.0,1.0,0.5,0.0,14,2.1972245773362196,0.0,0.0,5.942799375126701
0.0,0.0,1.0,0.5,0.0,14,0.6931471805599453,0.0,0.0,1.9459101490553132
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.854354502255021
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,3.258096538021482
0.0,0.0,1.0,0.0,0.0,14,2.6390573296152584,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.6094379124341003,0.0,0.0,6.854354502255021
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.352629396319567
0.0,0.0,1.0,0.0,0.0,14,1.9459101490553132,0.0,0.0,5.529429087511423
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,3.912023005428146
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.5,14,1.9459101490553132,0.0,0.0,3.912023005428146
0.0,0.0,1.0,0.0,0.0,14,2.6390573296152584,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,2.302585092994046,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.5,14,1.791759469228055,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,2.0794415416798357,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,6.352629396319567
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,2.6390573296152584,0.0,0.0,6.854354502255021
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,2.6390573296152584,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,6.854354502255021
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.5,14,1.3862943611198906,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,1.791759469228055,0.0,0.0,6.854354502255021
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.478509642208569
0.0,0.0,1.0,0.0,0.0,14,2.6390573296152584,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,5.135798437050262
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,6.854354502255021
0.0,0.0,1.0,0.0,0.0,14,1.791759469228055,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.5,0.0,14,0.6931471805599453,0.0,0.0,5.942799375126701
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,2.6390573296152584,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.5,0.0,14,0.6931471805599453,0.0,0.0,4.941642422609304
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,4.709530201312334
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.352629396319567
0.0,0.0,1.0,0.0,0.5,14,1.6094379124341003,0.0,0.0,3.2188758248682006
0.0,0.0,1.0,0.5,0.0,14,2.1972245773362196,0.0,0.0,5.942799375126701
0.0,0.0,1.0,0.0,0.0,14,1.6094379124341003,0.0,0.0,6.52649485957079
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,6.52649485957079
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.352629396319567
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.5,0.0,14,1.9459101490553132,0.0,0.0,5.942799375126701
0.0,0.0,1.0,0.5,0.0,14,1.9459101490553132,0.0,0.0,5.942799375126701
0.0,0.0,1.0,0.0,0.5,14,1.0986122886681098,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,4.442651256490317
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,2.1972245773362196,0.0,0.0,5.66988092298052
0.0,0.0,1.0,0.0,0.0,14,1.6094379124341003,0.0,0.0,5.66988092298052
0.0,0.0,1.0,0.0,0.0,14,1.6094379124341003,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.5,0.0,14,2.1972245773362196,0.0,0.0,5.942799375126701
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,1.9459101490553132,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.5,0.0,14,0.6931471805599453,0.0,0.0,4.762173934797756
0.0,0.0,1.0,0.0,0.5,14,1.6094379124341003,0.0,0.0,3.2188758248682006
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.5,0.0,14,0.6931471805599453,0.0,0.0,4.762173934797756
0.0,0.0,1.0,0.0,0.5,14,3.091042453358316,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,6.352629396319567
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,6.854354502255021
0.0,0.0,1.0,0.0,0.0,14,2.0794415416798357,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,2.302585092994046,0.0,0.0,5.153291594497779
0.0,0.0,1.0,0.0,0.0,14,1.791759469228055,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,6.352629396319567
0.0,0.0,1.0,0.5,0.0,14,1.0986122886681098,0.0,0.0,4.912654885736052
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.52649485957079
0.0,0.0,1.0,0.0,0.0,14,2.6390573296152584,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,2.995732273553991
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,6.352629396319567
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,5.043425116919247
0.0,0.0,1.0,0.0,0.0,14,1.6094379124341003,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.6094379124341003,0.0,0.0,5.529429087511423
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,2.0794415416798357,0.0,0.0,6.52649485957079
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,1.791759469228055,0.0,0.0,6.854354502255021
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.5,0.0,14,1.9459101490553132,0.0,0.0,5.942799375126701
0.0,0.0,1.0,0.0,0.5,14,1.0986122886681098,0.0,0.0,4.248495242049359
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.5,14,1.0986122886681098,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.52649485957079
0.0,0.0,1.0,0.5,0.0,14,0.6931471805599453,0.0,0.0,1.0986122886681098
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.5,14,2.1972245773362196,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,2.4849066497880004,0.0,0.0,6.854354502255021
0.0,0.0,1.0,0.0,0.0,14,2.1972245773362196,0.0,0.0,5.66988092298052
0.0,0.0,1.0,0.0,0.5,14,1.791759469228055,0.0,0.0,6.208590026096629
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.5,14,1.9459101490553132,0.0,0.0,3.912023005428146
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,5.66988092298052
0.0,0.0,1.0,0.0,0.0,14,1.3862943611198906,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,1.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,6.854354502255021
0.0,0.0,1.0,0.0,0.0,14,1.6094379124341003,0.0,0.0,6.854354502255021
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.422373700986824
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,2.0794415416798357,0.0,0.0,7.976251943745623
0.0,0.0,1.0,0.0,0.0,14,1.791759469228055,0.0,0.0,5.043425116919247
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.5,0.0,14,1.0986122886681098,0.0,0.0,5.942799375126701
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.478509642208569
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.0,14,0.6931471805599453,0.0,0.0,6.478509642208569
0.0,0.0,1.0,0.0,0.0,14,1.0986122886681098,0.0,0.0,7.96693349840484
0.0,0.0,1.0,0.0,0.5,14,0.6931471805599453,0.0,0.0,7.422373700986824
